id,name,type,parent_id,,
289,Geogebra - a Dynamic Mathematics Software,topic,288,,
299,Algebra - 10th ICSE,topic,279,,
300,Geometry - 10th ICSE,topic,279,,
301,Commercial Math - 10th ICSE,topic,279,,
302,Probability & Statistics - 10th ICSE,topic,279,,
303,Rename : Trigonometry - 10th ICSE,topic,279,,
304,Algebra - 10th CBSE - Term1,topic,281,,
305,Real Numbers  - 10th CBSE - Term1,topic,281,,
306,Statistics  - 10th CBSE - Term1,topic,281,,
307,Triangles  - 10th CBSE - Term1,topic,281,,
308,Rename : Introduction To Trigonometry  - 10th CBSE - Term1,topic,281,,
309,Algebra - 10th CBSE - Term2,topic,298,,
310,Geometry - Circles - 10th CBSE - Term2,topic,298,,
311,Rename : Applications Of Trigonometry - 10th CBSE - Term2,topic,298,,
312,Probability - 10th CBSE - Term2,topic,298,,
313,Co-ordinate Geometry - 10th CBSE - Term2,topic,298,,
314,Volume & Surface Area - 10th CBSE - Term2,topic,298,,
317,SAT Essay Writing - Correcting Your Essay,topic,316,,
320,Platform,topic,319,,
321,Servers,topic,319,,
323,Cartesian Coordinate System - Advanced,topic,1770,,
324,Geometrical Constructions - Tangents To A Circle,topic,1772,,
325,Real Numbers - Advanced,topic,1562,,
326,IGCSE Pre-Final Test & Review,topic,278,,
330,What To Expect for IGCSE examination,topic,329,,
331,PSAT - Additional Topics in Math,topic,25,,
332,Hyperbolic Functions,topic,27,,
334,Triangles - Congruence,topic,1586,,
336,Algebra Problem Solving,topic,516,,
337,Cartesian Coordinate System - Loci,topic,1770,,
338,Geometrical Constructions - Lines & Angles,topic,1772,,
339,Geometrical Constructions - Triangles,topic,1772,,
340,Word Problems - Finance / Consumer Math,topic,1445,,
341,Rename: Introduction To Polynomials,topic,1184,,
342,Powers & Roots,topic,1440,,
344,Geometry - Constructions - 10th CBSE - Term2,topic,298,,
345,Mensuration - 10th ICSE,topic,279,,
347,Real Numbers & Logarithms - 10th TSBoard,topic,346,,
348,Sets - 10th TSBoard,topic,346,,
349,Algebra - 10th TSBoard,topic,346,,
350,Geometry - 10th TSBoard,topic,346,,
351,Mensuration - 10th TSBoard,topic,346,,
352,Rename : Trigonometry - 10th TSBoard,topic,346,,
353,Probability & Statistics - 10th TSBoard,topic,346,,
354,Quadratic & Cubic Sequences,topic,1184,,
355,Rename Math Vectors - Level 3 Concept,topic,1408,,
356,Derivatives And Differentiability,topic,29,,
357,Differentiation,topic,29,,
358,"Application Of Derivatives - Rate Of Change, Differentials, Errors And Approximations",topic,29,,
359,"Application Of Derivatives - Increasing & Decreasing Functions, Maxima & Minima",topic,29,,
360,Application Of Derivatives - Tangents And Normals,topic,29,,
361,Integration - Indefinite Integrals - Few Special Integrals,topic,29,,
362,Integration - Indefinite Integrals - More Methods Of Integration,topic,29,,
363,Integration - Definite Integrals,topic,29,,
364,Application Of Integrals,topic,29,,
365,Differential Equations,topic,29,,
366,Application Of Differential Equations,topic,29,,
368,Mechanics Concept,topic,616,,
369,Algebra Including Coordinate Geometry & Functions (Extended) - 10th IGCSE,topic,278,,
370,Matrices & Transformations (Extended) - 10th IGCSE,topic,278,,
371,Geometry & Mensuration (Extended) - 10th IGCSE,topic,278,,
372,Numbers - 10th IGCSE,topic,278,,
373,Rename Sets & Vectors (Extended) - 10th IGCSE,topic,278,,
374,Statistics (Core) - 10th IGCSE,topic,278,,
375,Statistics (Extended) - 10th IGCSE,topic,278,,
376,Rename : Trigonometry(Extended) - 10th IGCSE,topic,278,,
377,Probability (Extended) - 10th IGCSE,topic,278,,
378,Inverse Functions,topic,1557,,
379,Rename - Inverse Functions,topic,1184,,
380,"Electricity Basics - Charge, Force, Field (Level 1)",topic,117,,
381,Rename - Inverse Functions,topic,1184,,
383,AP Calculus - Limits,topic,382,,
384,AP Calculus - Derivatives,topic,382,,
385,AP Calculus - Integrals,topic,382,,
386,AP Calculus - Series,topic,382,,
388,General Physics - 10th IGCSE,topic,387,,
389,Thermal Physics - 10th IGCSE,topic,387,,
390,Waves including Sound and Light - 10th IGCSE,topic,387,,
391,Communication Systems,topic,2089,,
392,Atomic & Quantum Phenomena,topic,119,,
393,SAT Essay Writing - Overview,topic,316,,
394,SAT Essay Writing - Analysis Of Source,topic,316,,
395,SAT Essay Writing - Writing Right,topic,316,,
396,SAT Essay Writing - Practice Session 1,topic,316,,
397,SAT Essay Writing - Practice Session 2,topic,316,,
398,Vocabulary - Set 1,topic,51,,
399,Vocabulary - Set 2,topic,51,,
400,Vocabulary - Set 3,topic,51,,
401,Vocabulary - Set 4,topic,51,,
402,Vocabulary - Set 5,topic,51,,
403,Vocabulary - Set 6,topic,51,,
404,Vocabulary - Set 7,topic,51,,
405,Vocabulary - Set 8,topic,51,,
406,Vocabulary - Set 9,topic,51,,
407,Vocabulary - Set 10,topic,51,,
408,Vocabulary - Set 11,topic,51,,
409,Rename Grammar & Sentence Structure Review - 1,topic,50,,
410,Grammar - Punctuation Rules - Assessment/Review,topic,2031,,
411,Elements of Style - Part 1,topic,50,,
412,Rename Grammar & Sentence Structure - Part 2,topic,50,,
413,AP Calculus - Functions,topic,382,,
420,Storage Area Networks(SAN_Basics),topic,416,,
421,Backup Recovery(BUR Basics),topic,416,,
429, 7th to 10th Grade - HW Club Mon Evening,topic,426,,
431,Human Organ Systems,topic,430,,
435,US College Application Process - What you need to know,topic,434,,
436,Integration - Indefinite Integrals - Integration By Partial Fractions,topic,29,,
437,Geometrical Transformations - Advanced,topic,1771,,
438,Forces & Motion ( Level 1),topic,4,,
439,"Work, Energy & Power (Level 1)",topic,4,,
440,Physics Of Waves (Level 1),topic,116,,
441,Laws of Thermodynamics (Level 1),topic,115,,
443,Relativity,topic,119,,
444,Robotics Camp,topic,442,,
445,Robotics Workshop - Level 2,topic,442,,
446,Robotics Workshop - Level 3,topic,442,,
447,Imaginary & Complex Numbers - Basic,topic,1437,,
448,Arithmetic Fundamentals Review,topic,66,,
449,Physics Concept,topic,616,,
450,Probability - Advanced,topic,31,,
451,rename Probability Problem Solving,topic,76,,
452,Problem Solving on Algebraic Functions ,topic,76,,
453,Rename : Problem Solving - Basic Trigonometry,topic,76,,
454,Problem Solving On Permutations & Combinations,topic,76,,
455,Word Problems - Elementary Algebra,topic,1445,,
456,Mean & Variance Of A Random Variable And Binomial Distribution,topic,31,,
457,Upper and Lower Bounds,topic,1554,,
458,Problem Solving - Calculus - Limits,topic,76,,
459,Problem Solving - Calculus - Continuity,topic,76,,
460,Problem Solving - Calculus - Derivatives,topic,76,,
461,Problem Solving - Calculus - Differentiation,topic,76,,
462,Problem Solving - Calculus - Application Of Derivatives - Mean Value Theorem,topic,76,,
463,"Problem Solving - Calculus - Derivatives - Rate Of Change, Differentials, Errors And Approximations",topic,76,,
464,"Problem Solving - Application Of Derivatives - Increasing & Decreasing Functions, Maxima & Minima",topic,76,,
465,Problem Solving - Calculus - Applications Of Derivatives - Tangents And Normals,topic,76,,
466,"Problem Solving - Algebra - Transformation, Determinant, Adjoint And Inverse Of A Matrix",topic,76,,
467,Rename : Problem Solving - Trigonometry - Trigonometric Functions & Graphs,topic,76,,
468,Problem Solving - Geometry - Conic Sections,topic,76,,
469,Rename : Problem Solving - Trigonometry - Polar Coordinates,topic,76,,
470,Problem Solving - Geometry - Three-dimensional Geometry,topic,76,,
471,Problem Solving - Statistics - Scatter Plots & Line Of Best Fit,topic,76,,
472,Simple Harmonic Motion (Level 2),topic,6,,
473,Elements of Style - Part 2,topic,50,,
474,Basics Of Essay Writing,topic,50,,
475,All you need to know about writing a good SAT Essay,topic,329,,
476,Geometry Concept,topic,318,,
477,Physics Of Eye And Vision,topic,118,,
478,Problem Solving - Surface Area & Volumes,topic,1566,,
480,French Level - 1 Review,topic,479,,
481,Electrostatics,topic,117,,
484,Light - 10th CBSE - Term2,topic,483,,
488,French Grammar Review,topic,487,,
492,Chemistry Assessment for Placement,topic,491,,
505,Robotics Course Level 1,topic,494,,
506,Robotics Course Level 2,topic,494,,
507,Robotics Course Level 3,topic,494,,
508,Robotics Course Level 3,topic,494,,
511,Periodic Classification of Elements - 10th Grade CBSE - Term 2,topic,510,,
513,French Exam Review Session 1,topic,512,,
514,Rename : Algebra - Vectors - 11th TS Board,topic,283,,
515,Rename : Trigonometry - 11th TS Board,topic,283,,
519,Calculus Problem Solving,topic,516,,
520,Organic Chemistry Problem Solving,topic,518,,
521,Electricity & Magnetism Problem Solving,topic,517,,
522,French Level - 2 Review,topic,335,,
523,Carbon Compounds - 10th Grade CBSE Term2,topic,510,,
524,Physics Assessment For Placement,topic,501,,
525,Mathematics Assessment For Placement,topic,500,,
526,English Assessment For Placement,topic,502,,
528,Spanish Grammar - Level 1,topic,527,,
529,Collision & Momentum (Level 1),topic,4,,
530,Theme 1: Simple Machines,topic,442,,
531, Gears And Pulleys,topic,442,,
532,Amazing Machines,topic,442,,
533,Theme 5 - Soccer Game,topic,442,,
534,Theme 4 - Wild Animals,topic,442,,
535,Session 1 - Introduction (Kit And Software),topic,442,,
536, Motors,topic,442,,
537," Loops,switch Loop",topic,442,,
538, Touch Sensors,topic,442,,
539, Sound Sensors,topic,442,,
540, Distance Sensors,topic,442,,
541, Light Sensors,topic,442,,
542,Collaboration ,topic,442,,
543, Challenge 1 - Team Work And Competitive Spirit ,topic,442,,
544, Challenge 2 - Team Work And Competitive Spirit ,topic,442,,
545,Spanish Assessment For Placement,topic,503,,
547,French Assessment For Placement,topic,504,,
548,ICSE Math Pre-Final Test & Review - 1,topic,279,,
549,CBSE Math Pre-Final Test & Review,topic,298,,
550,IGCSE Pre-Final Test & Review,topic,387,,
554,Welcome Message ,topic,553,,
556,"What Font Size And Type  We Need To Use For \welcome\"" """,topic,555,,
557,Geometry - Constructions - Concept Review & Problem Solving ,topic,76,,
558,French Level 1 - News & Weather - Section 1,topic,479,,
559,French Level 1 - Invitations & Arrangements,topic,479,,
560,French Level 1 - News & Weather - Section 2,topic,479,,
562,Stoichiometry Review,topic,561,,
564,Basic Sketching(Free Workshop),topic,563,,
565,Geometrical Transformations (Extended) - 10th IGCSE,topic,278,,
566,Problem Solving - Statistics - Level 1,topic,76,,
567,Introduction to Data Structures with C++ ,topic,54,,
569,Memory Enhancement (Free Workshop),topic,568,,
570,"Problem Solving - Fractions, Decimals & Percentages",topic,1440,,
571,Electronic Devices,topic,2089,,
572,Problem Solving - General Physics ( Level 1 ) ,topic,787,,
573,IGCSE Math Exam Review,topic,278,,
575,Chemistry -Exam Preparation & Review ,topic,574,,
576,Mathematics concepts review ,topic,281,,
577,Module 1 - Introduction ,topic,568,,
578,Module 2 - Memory Codes ,topic,568,,
579,Module 3 - Mental Filing System,topic,568,,
580,Module 4 - Unlimited Calendar ,topic,568,,
581,Module 5 - Major System ,topic,568,,
582,Module 6 - Vocabulary,topic,51,,
583,Module 7 - Brain Gym,topic,568,,
584,Module 8 - Revision Technique And Playing Cards ,topic,568,,
585,Module 9 - Neurobics ,topic,568,,
586,Module 10 - Speed Reading ,topic,568,,
587,Module 11 - Mind Mapping And Text Book Memorizing ,topic,568,,
588,Module 12 - Consolidation ,topic,568,,
589,Sketching - Charcoal ,topic,563,,
590,Sketching - Oil Pastel,topic,563,,
591,Sketching - Mixed Media ,topic,563,,
593,Beginner Chess,topic,592,,
594,Sketching-Dry Pastel ,topic,563,,
595,Histroy & Introduction,topic,592,,
596,"Introduction Of The Pieces : Rook, Bishop, Queen And King",topic,592,,
597,Introduction Of The Pieces : Pawn And Knight,topic,592,,
598,"Check, Check Mate, Stale Mate",topic,592,,
599,Other Ways To Draw  &  Draw  Conditions,topic,592,,
600,INTRODUCTION OF THE CLOCK AND REST OF SESSION 6,topic,592,,
601,"The Castle.Types,Rules.And  Advantages&'En Passant'  Promotion..Under Promotion",topic,592,,
602,EN PASSANT'  PROMOTION..UNDER PROMOTION,topic,592,,
603,"The Individual Value Of The Pieces & The Algebraic Notation,Score Sheet",topic,592,,
604,THE ALGEBRAIC NOTATION  ..SCORE  SHEET,topic,592,,
605,INTRODUCTION OF THE OPENINGS,topic,592,,
606,Introduction Of The Openings & Introduction Of The Middle Game,topic,592,,
607,"Introduction Of The Endgame & The Fork ,Skewer ",topic,592,,
608,THE FORK,topic,592,,
609,THE SKEWER,topic,592,,
610,The Discovered Check & The Double Pawn And The Opened File ,topic,592,,
611,THE DOUBLE PAWN AND THE OPENED FILE,topic,592,,
612,The Passed Pawn & Some Elementary Checkmates   ,topic,592,,
613,SOME ELEMENTARY CHECK MATES,topic,592,,
614,THE PIN,topic,592,,
615,"The Pin & Tournament  Rules,Types Of Events,TSCA, AICF",topic,592,,
621,Electricity & Magnetism Concept,topic,616,,
622,Modern Physics Concept,topic,616,,
623,Geometry Review - Level 2,topic,617,,
624,SAT Math Level-2 : Algebra & Functions - Assessment,topic,2093,,
625,SAT Math Level-2 : Geometry And Measurement - Assessment,topic,2093,,
626,Statistics Review - Level 1,topic,619,,
627,Statistics Review - Level 2,topic,619,,
628,Calculus Review - Level 1,topic,620,,
629,Calculus Review - Level 2,topic,620,,
630,Calculus Review - Level 3,topic,620,,
631,Pre-assessment For Calculus,topic,29,,
632,ICSE Math Pre-Final Test & Review - 2 ,topic,279,,
633,"SAT Math Level-2 : Data Analysis, Statistics, And Probability - Assessment",topic,2093,,
634,SAT Math Level -2 : Number And Operations - Assessment,topic,2093,,
635,Problem Solving - Exponents & Roots,topic,76,,
636,Problem Solving - Logarithms,topic,76,,
637,Problem Solving - Logarithms,topic,76,,
638,Problem Solving - Rational & Irrational Numbers,topic,76,,
639,Problem Solving - Real Numbers - Advanced,topic,76,,
640,Problem Solving - Real Numbers - Advanced,topic,76,,
641,Classical Models Of Atom,topic,232,,
642,Introduction To Chemical Bonding,topic,199,,
643,Atomic Bonding - Ionic Bonding (Level 1),topic,199,,
644,Atomic Bonding - Covalent Bonding (Level 1),topic,199,,
645,Linear Programming,topic,1184,,
646,Atomic Bonding - Metallic Bonding (Level 1),topic,199,,
647,Atomic Bonding Exercises,topic,808,,
649,Atomic Bonding Exercises,topic,648,,
650,Carbon Compounds,topic,213,,
651, Patterns And Rates Of Chemical Reactions (Level 1),topic,203,,
652,ElectroChemistry (Level 2),topic,204,,
653,Chemical Energetics,topic,202,,
654,Thermochemistry (Level 1),topic,202,,
655,"Acids, Bases And Salts (Level 1)",topic,205,,
657,Metals(Level 1) ,topic,656,,
658,Air And Water,topic,213,,
659,Water,topic,808,,
660,Organic Chemistry (Level 2),topic,808,,
661,Organic Chemistry (Level 3),topic,808,,
663,Problem Solving - Mathematical Reasoning,topic,76,,
664,Circles - Advanced,topic,1451,,
665,Study Of Important Elements,topic,808,,
666,Thermal Physics Concept,topic,616,,
667,Introduction STEM And WeDo Kit,topic,442,,
668,"Lever 1,2,3 -See-Saw , Wheel Borrow, Fishing Rod",topic,442,,
669,Lever 2: Wheel Barrow ,topic,442,,
670,Gears Types - Merry Go Around ,topic,442,,
671,Gear Up/Gear Down : Smart Car With Sensor ,topic,442,,
672,Pulley - Cable Car ,topic,442,,
673,Toys - Smart Spinner With Motion Sensor ,topic,442,,
674,Flying Things - Aeroplane Rescue ,topic,442,,
675,"Adventures - Aero Plane Rescue , Sail Boat ",topic,442,,
676,"Wild Animals - Hungry Alligator,Roaring Lion ",topic,442,,
677,Wild Animals - Roaring Lion ,topic,442,,
678,Birds - Cheerful Birds ,topic,442,,
679,Introduction About Kit And Software & Motors ,topic,442,,
680,Challenge 3 - Team Work And Competitive Spirit ,topic,442,,
681,Programming Movement Of Bot ,topic,442,,
682,Motor Moment For Turns - Parking Bay ,topic,442,,
683,Loops Program - Square & Pentagon ,topic,442,,
684,Switch Loop Program - AI CAR ,topic,442,,
685,About Touch Sensors ,topic,442,,
686,Touch Sensors In Real Life ,topic,442,,
687,About Sound Sensor ,topic,442,,
688,Sound Sensor Use In Real Life ,topic,442,,
689,Team Work And Competitive Spirit ,topic,442,,
690,About Distance Sensor ,topic,442,,
691,Distance Sensor In Real Life ,topic,442,,
692, Light Sensor ,topic,442,,
693,Light Sensor Use In Real Life ,topic,442,,
696,Information Technology ( Access and Excel ) - AS Level,topic,695,,
697,Problem Solving - Algebra - Linear And System Of Equations And Inequalities,topic,76,,
698,Linear Equations in Two Variables,topic,1502,,
702,Mathematics Assessment,topic,156,,
705,"Grammar, Punctuation Rules & Sentence Structure",topic,2056,,
706,Reading - Speeches & Letters,topic,2024,,
707,Grammar - Gerunds,topic,2056,,
708,Grammar - Idioms,topic,2032,,
709,Grammar - Prepositions & Correlatives,topic,2032,,
710,Physics Problem Solving,topic,517,,
711,Chemistry Concept,topic,790,,
712,Chemistry Assessment,topic,701,,
713,Mathematics Concept,topic,318,,
714,Problem Solving - Geometrical Transformation ,topic,76,,
715,Problem Solving - Quadratics ,topic,76,,
716,Spanish Grammar - Level 2,topic,527,,
717,PSAT - Reading Strategies,topic,1776,,
718,"Problem Solving - Combine, Compose & Transform Functions",topic,76,,
721,Math & English Assessment,topic,720,,
722,Math & Science Assessment,topic,720,,
723,Information Technology ( Audio & Video Editing ) - AS Level,topic,695,,
725,SAT Vocabulary - Session 1,topic,724,,
726,Memorizing Vocabulary Words,topic,2091,,
727,SAT Vocabulary - In Context,topic,724,,
730,Problem Solving - Arithmetic & Geometric Sequences   ,topic,76,,
731,Introduction To SAT Reading,topic,728,,
732,New SAT English - Reading Strategies,topic,2092,,
733,New SAT English - Reading Strategies - Practice,topic,2092,,
734,New SAT English - Writing,topic,2092,,
735,Rename ; SAT Writing And Language - Grammar And Punctuation Focus,topic,729,,
736,SAT Writing And Language Practice Exercises,topic,729,,
737,SAT Chemistry: Chemical Bonding - Review,topic,2058,,
739,SAT English Overview,topic,738,,
745,Basics Of Accounting,topic,744,,
746,Books Of Accounts,topic,744,,
747,Reconciliation And Verification of Accounts,topic,744,,
748,Preparation Of Financial Statement,topic,744,,
752,10 Soft Skills You Need,topic,749,,
753,Unit 2,topic,749,,
754,Unit 3,topic,749,,
755,Leadership Skills - Workshop,topic,749,,
756,Personality Development - Workshop,topic,41,,
757,Time Management - Workshop,topic,750,,
758,Manage Your Time Effectively,topic,750,,
759,Elements Of Strong Work Ethics ,topic,751,,
760,Work Ethics - Workshop,topic,751,,
763,"Data - Information, Knowledge, Source, Quality And Accuracy",topic,762,,
764,"Coding, Encoding, Encryption Of Data",topic,762,,
765,Computer Hardware,topic,762,,
766,Computer Software,topic,762,,
767,Compiler And Interpreter,topic,762,,
768,Monitoring And Control Technologies ,topic,762,,
769,E - Safety ,topic,762,,
770,Networking Types,topic,762,,
771,Video And Web Conferencing,topic,762,,
772,Expert Systems,topic,762,,
773,Spread Sheets,topic,762,,
774,M S Excel ,topic,762,,
775,Modeling And Simulations ,topic,762,,
776,Database And File Concepts,topic,762,,
777,M S Access,topic,762,,
778,Audio And Video Editing,topic,762,,
779,Astrophysics Basics,topic,2115,,
780,Word Problems - Linear Equations,topic,1536,,
781,Problem Solving - Calculus - Application of Integration ,topic,76,,
782,Chemistry Problem Solving,topic,518,,
783,Electromagnetic Induction & Alternating Current,topic,117,,
785,AS Level Math Exam Review,topic,784,,
786,Magnetic Effects Of Current (Level 2),topic,117,,
788,"Problem Solving - Vectors, One And Two Dimensional KInematics",topic,787,,
791,Organic Chemistry Concept,topic,790,,
792,Rename: Creya Summer Camp 1,topic,704,,
793,Problem Solving - Olympiad & IIT Preparatory Math for 8th grade level,topic,76,,
794,Problem Solving - Generic,topic,76,,
795,French Beginner - 1,topic,479,,
796,Basic Principles of Chemistry,topic,213,,
797,Problem Solving - Olympiad & IIT Preparatory Math for 6th grade level,topic,76,,
798,New SAT Math - Heart Of Algebra - Concepts Review,topic,2061,,
799,Mathematics Assessment - Periodic Review,topic,76,,
800,Problem Solving - Forces And Newton's Laws,topic,787,,
801,Reading with Purpose,topic,49,,
802,New SAT Math - Exam Review and Preparation,topic,76,,
804,Gas Phase- State Functions And Laws,topic,208,,
805,SAT Chemistry: Chemical Kinetics - Review,topic,2058,,
806,ElectroChemistry,topic,204,,
807,The Nucleus(Level 2),topic,206,,
810,First Law Of Thermodynamics,topic,245,,
811,Group I Elements(Level 3),topic,809,,
812,Group II Elements(Level 3) ,topic,809,,
813,Group III Elements(Level 3),topic,809,,
814,Group IV Elements(Level 3),topic,809,,
815,Group V Elements(Level 3),topic,809,,
816,Group VI Elements(Level 3),topic,809,,
817,Group VII Elements(Level 3),topic,809,,
818,Lanthanides and Actinides,topic,809,,
819,Transition Elements(Level 3),topic,809,,
820,Coordinate Chemistry(Level 3),topic,809,,
821,Problem Solving - Sets,topic,76,,
822,Exam Review - AS IT,topic,1828,,
823,SAT Chemistry: Thermal Chemistry - Review,topic,2058,,
825,Numbers & Operations,topic,824,,
826,Algebra & Functions,topic,824,,
827,"Rename : Geometry And Measurement (Coordinate, Three-dimensional, And Trigonometry)",topic,824,,
828,"Data Analysis, Statistics and Probability",topic,824,,
831,Science Review for 6th To 8th Grade,topic,830,,
832,Introduction To Organic Chemistry(Level 1),topic,17,,
834,Grammar - Grammar Rules - Assessment/Review,topic,2056,,
836,Basics Of Accounting 1,topic,835,,
837,Basics Of Accounting 2,topic,835,,
838,Basics Of Accounting - Practice Session 1,topic,835,,
839,Basic Of Accounting - Practice Session 2,topic,835,,
840,Basic Of Accounting - Practice Session 3,topic,835,,
841,Basic Of Accounting - Practice Session 4,topic,835,,
842,Basics of Accounting 3,topic,835,,
844,Reading Strategy - Speed Reading,topic,2088,,
848,Research Project Guidance - Part 1,topic,847,,
849,Redox Chemistry (Level 1),topic,204,,
851,Radioactivity(Level 2),topic,206,,
852,Nuclear Reactions (Chemistry),topic,206,,
853,Transition Elements ,topic,809,,
854,Metallurgy,topic,656,,
855,SAT Chemistry: Equilibrium - Review,topic,2058,,
856,SAT Writing And Language - Expression of Idea Focus,topic,729,,
857,Nomenclature Of Organic Compounds,topic,17,,
858,Hydrocarbons,topic,17,,
859,Oxygen Containing Compounds,topic,17,,
860,Nitrogen Containing Compounds ,topic,17,,
861,Oxygen And Its Compounds,topic,809,,
862,Nitrogen And Its Compounds,topic,809,,
863,Hydrogen And Its Compounds,topic,809,,
864,Isomerism In Organic Compounds,topic,17,,
865,Qualitative Analysis Of Inorganic Ions And Gases(Level 2),topic,850,,
867,Introduction to Economics,topic,866,,
868,Basic Economic Ideas And Resource Allocation,topic,866,,
871,Biomolecules,topic,17,,
872,Kinetic Theory Of Gases,topic,208,,
873,Phase Changes And Phase Equilibrium,topic,247,,
874,Solutions And Their Concentrations,topic,201,,
875,Colligative Properties Of Solutions,topic,201,,
876,Dynamic Equilibrium And Law Of Mass Action,topic,207,,
877,Le Chateliers' Principle,topic,207,,
878,Ionic Equilibria,topic,207,,
879,Pure Substances And Mixtures,topic,201,,
880,Coordination Chemistry,topic,809,,
881,Entropy And Second Law Of Thermodynamics,topic,245,,
882,Solids And Their Properties,topic,803,,
883,Liquids And Their Properties,topic,803,,
884,Sulphur And Its Compounds,topic,809,,
885,Halogens And Their Compounds,topic,809,,
886,Noble Gases,topic,809,,
887,Quantum Mechanical Model Of Atom,topic,232,,
888,Metals & Non Metals,topic,213,,
889,Acids And Bases,topic,205,,
890,Salt Hydrolysis And Buffers,topic,205,,
891,Measurement Techniques & Uncertainties,topic,12,,
892,ThermoChemistry(level 2),topic,202,,
893,Theories Of Rates Of Reactions,topic,203,,
894,Rates Of Reactions And Rate Law,topic,203,,
895,Types Of Chemical Reactions ,topic,231,,
896,Stoichiometry,topic,231,,
897,Indicators And Acid-Base Titrations,topic,205,,
898,Determination Of Properties Of Substances,topic,850,,
899,Common Lab Experiments,topic,850,,
900,Hydrogen Bonding,topic,199,,
901,Decimals,topic,1440,,
902,Arithmetic properties,topic,66,,
903,Whole numbers & Integers,topic,66,,
904,Fractions,topic,1440,,
905,Rationals,topic,66,,
906,Irrationals,topic,66,,
907,Solving Exponential & Logarithmic Equations,topic,1514,,
908,Fractional And Negative Exponents,topic,1495,,
909,Common and Natural Logarithms,topic,1514,,
910,Probability - Two Way Tables,topic,1794,,
911,Order Of Operations - Real Numbers,topic,1440,,
912,SAT Math Level-2 : Geometry And Measurement - Additional Topics Review,topic,1747,,
913,Rates,topic,66,,
914,Factors And Multiples,topic,1440,,
915,Arithmetic Fundamentals review,topic,66,,
916,Real Numbers Classification,topic,1440,,
917,Spanish Review,topic,527,,
920,Techpreneurship - Overview,topic,919,,
921,Techpreneurship - Ideation,topic,919,,
922,Techpreneurship - Business Strategy,topic,919,,
923,Techpreneurship - Technology Overview,topic,919,,
924,Techpreneurship - Coding,topic,919,,
925,Techpreneurship - Advanced Coding,topic,919,,
926,Techpreneurship - Web Development,topic,919,,
927,Techpreneurship - Design,topic,919,,
928,Techpreneurship - Market Analysis,topic,919,,
929,Techpreneurship - Building Prototype,topic,919,,
930,Techpreneurship - Business Plan,topic,919,,
931,Techpreneurship - Wrapping It Up,topic,919,,
932,New SAT Math - Additional Topics In Math - Concepts Review,topic,2061,,
933,Rename: 6th To 8th Math Review Session 1,topic,76,,
934,Rename: 6th To 8th Math Review Session 2,topic,76,,
935,Rename: 6th To 8th Math Review Session 3,topic,76,,
936,Rename: 8th To 10th Math Review Session 1,topic,76,,
937,Rename: 8th To 10th Math Review Session 2,topic,76,,
938,Rename: 8th To 10th Math Review Session 3,topic,76,,
939,Rename: 10th To 12th Math Review Session 1,topic,76,,
940,Rename: 10th To 12th Math Review Session 2,topic,76,,
941,Rename: 10th To 12th Math Review Session 3,topic,76,,
942,6th To 8th Physics Review Session 1,topic,787,,
943,6th To 8th Physics Review Session 2,topic,787,,
944,6th To 8th Physics Review Session 3,topic,787,,
945,8th To 10th Physics Review Session 1,topic,787,,
946,8th To 10th Physics Review Session 2,topic,787,,
947,Linear Motion - Review,topic,1571,,
948,10th To 12th Physics Review Session 1,topic,787,,
949,10th To 12th Physics Review Session 2,topic,787,,
950,Subject SAT Physics - Mechanics - Review,topic,2057,,
951,Economics - Data Skills Session 1,topic,866,,
952,Economics - Data Skills Session 2,topic,866,,
953,Economics - Data Skills Session 3,topic,866,,
954,Economic Forecasts,topic,866,,
955,Economics - Analysis And Interpretation,topic,866,,
957,Economic Problems And Resource Allocation,topic,991,,
958,Sustainable Use Of Resources And 'Ceteris Paribus',topic,956,,
959,Problem Solving 1 - Economics Ideas And Resource Allocation ,topic,956,,
960,Economic Statements,topic,956,,
961,Economic Systems And Transition Issues,topic,956,,
962,Problem Solving 2 - Economics Ideas And Resource Allocation,topic,956,,
963,Economics Production Curves,topic,956,,
964,Economics - Money And Services,topic,956,,
965,Economics - Central Planning And Role Of Enterprise,topic,956,,
966,Economics - Merit And Demerit Goods,topic,956,,
968,Economic Efficiency And Pareto Optimality,topic,967,,
969,Exam Style - Questions,topic,967,,
970,Market And Decision Making,topic,967,,
972,Equilibrium Of The Market,topic,971,,
973,Equilibrium And Disequilibrium,topic,971,,
974,Prices Mechanism And Surplus,topic,971,,
975,Exam Style - Questions,topic,971,,
977,Utility And Curves Representation,topic,976,,
978,Firms And Industries,topic,976,,
979,Firms Status And Pricing Policy,topic,976,,
980,Exam Style - Questions,topic,976,,
981,Government Intervention And Taxes,topic,869,,
982,Nationalisation And Privatisation,topic,869,,
983,Exam Style - Questions,topic,869,,
985,Income And Wealth,topic,984,,
986,Government Policies,topic,984,,
987,Types Of Aggregate And Change In The Price,topic,870,,
988,Trade And Exchange Rates,topic,870,,
989,Protectionism,topic,870,,
990,Exam Style - Questions,topic,870,,
992,Economic Growth And Indications,topic,991,,
993,Labour And Unemployment,topic,991,,
994,Aggregate Expenditure And Theory Of Money,topic,991,,
995,Role Of Trade And Monetarism,topic,991,,
996,International Monetary,topic,991,,
998,Policies And Payments Disequilbrium,topic,997,,
999,Exam Style - Questions,topic,997,,
1000,Government Policy And Relationships,topic,997,,
